submission_date,state,tot_cases,conf_cases,prob_cases,new_case,pnew_case,tot_death,conf_death,prob_death,new_death,pnew_death,created_at,consent_cases,consent_deaths
09/04/2021,NC,1250990,1061056,189934,8000,1239,15347,13501,1846,85,9,09/04/2021 12:00:00 AM,Agree,Agree
12/31/2020,AL,362010,294782,67228,4780,947,7187,5915,1272,71,15,01/02/2021 12:00:00 AM,Agree,Agree
06/17/2020,NC,47040,47032,8,853,0,1257,1257,0,9,0,06/17/2020 12:00:00 AM,Agree,Agree
07/20/2021,ND,111093,101790,9303,26,4,1538,,,1,0,07/21/2021 02:18:34 PM,Agree,Not agree
07/23/2020,NC,107214,106712,502,2410,54,1889,1887,2,27,0,07/23/2020 12:00:00 AM,Agree,Agree
01/17/2022,ND,196299,155496,40803,754,350,2047,,,0,0,01/18/2022 02:47:30 PM,Agree,Not agree
08/13/2020,NC,142413,140805,1608,1769,101,2493,2488,5,32,0,08/13/2020 12:00:00 AM,Agree,Agree
05/10/2021,NC,975753,838048,137705,672,177,13215,11663,1552,5,3,05/10/2021 12:00:00 AM,Agree,Agree
12/09/2021,ND,166600,137614,28986,367,140,1944,,,0,0,12/10/2021 02:19:59 PM,Agree,Not agree
01/10/2022,AL,996175,728006,268169,10545,3402,16863,13077,3786,17,6,01/12/2022 12:00:00 AM,Agree,Agree
09/07/2021,NC,1266310,1075033,191277,3803,484,15552,13685,1867,67,7,09/07/2021 12:00:00 AM,Agree,Agree
05/29/2020,ND,2520,2520,0,39,0,59,,,2,0,05/30/2020 03:47:59 PM,Agree,Not agree
05/14/2020,AL,11140,10948,192,339,2,614,581,33,22,1,05/16/2020 12:00:00 AM,Agree,Agree
09/08/2020,ND,14110,14110,0,238,0,157,,,1,0,09/09/2020 01:47:50 PM,Agree,Not agree
04/06/2020,NC,2886,2886,0,252,0,59,59,0,9,0,04/06/2020 12:00:00 AM,Agree,Agree
02/09/2021,ND,98214,93516,4698,39,71,1429,,,2,0,02/10/2021 02:52:16 PM,Agree,Not agree
10/18/2020,ND,32637,32637,0,659,0,408,,,4,0,10/19/2020 02:06:44 PM,Agree,Not agree
01/17/2021,AL,422018,339296,82722,1489,284,8552,6926,1626,70,16,01/19/2021 12:00:00 AM,Agree,Agree
10/17/2020,NC,243561,234829,8732,2167,217,4267,4195,72,29,2,10/17/2020 12:00:00 AM,Agree,Agree
10/02/2021,NC,1407797,1192146,215651,4799,757,17239,15158,2081,52,5,10/02/2021 12:00:00 AM,Agree,Agree
02/02/2022,AL,1235300,896546,338754,5281,1826,17382,13436,3946,0,0,02/04/2022 12:00:00 AM,Agree,Agree
07/20/2021,NC,1021670,871661,150009,1389,375,13717,12095,1622,8,0,07/20/2021 12:00:00 AM,Agree,Agree
04/02/2021,ND,103577,96938,6639,117,-11,1466,,,0,0,04/03/2021 01:51:09 PM,Agree,Not agree
12/12/2021,ND,167147,138053,29094,149,-41,1948,,,0,0,12/13/2021 03:27:15 PM,Agree,Not agree
05/14/2021,AL,539073,416843,122230,1453,491,11290,9014,2276,7,1,05/16/2021 12:00:00 AM,Agree,Agree
12/16/2020,NC,457733,422230,35503,6130,1146,6766,6398,368,68,10,12/16/2020 12:00:00 AM,Agree,Agree
04/24/2021,NC,952227,820159,132068,2441,774,13024,11510,1514,11,0,04/24/2021 12:00:00 AM,Agree,Agree
09/15/2021,AL,757949,573977,183972,3936,1638,14439,11268,3171,73,15,09/17/2021 12:00:00 AM,Agree,Agree
04/23/2021,NC,949786,818492,131294,1977,463,13013,11499,1514,14,2,04/23/2021 12:00:00 AM,Agree,Agree
02/28/2020,AL,0,0,0,0,0,1,0,1,0,0,03/01/2020 12:00:00 AM,Agree,Agree
01/16/2022,NC,2108865,1775150,333715,34083,2684,20172,17737,2435,39,3,01/16/2022 12:00:00 AM,Agree,Agree
09/09/2021,NC,1279606,1085051,194555,7792,1734,15690,13800,1890,69,13,09/09/2021 12:00:00 AM,Agree,Agree
08/29/2020,AL,123702,114829,8873,1270,166,3328,2916,412,34,7,08/31/2020 12:00:00 AM,Agree,Agree
11/14/2020,NC,310628,294653,15975,3384,448,5232,5080,152,40,3,11/14/2020 12:00:00 AM,Agree,Agree
02/19/2020,AL,0,0,0,0,0,0,0,0,0,0,02/21/2020 12:00:00 AM,Agree,Agree
02/01/2020,NC,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
01/20/2022,NC,2201166,1854993,346173,31678,4802,20294,17840,2454,27,5,01/20/2022 12:00:00 AM,Agree,Agree
02/26/2020,NC,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
03/01/2021,ND,99957,94684,5273,105,44,1447,,,2,0,03/02/2021 02:54:47 PM,Agree,Not agree
05/31/2020,NC,28684,28683,1,905,0,987,987,0,19,0,05/31/2020 12:00:00 AM,Agree,Agree
04/17/2020,ND,439,,,46,,9,,,0,,04/17/2020 04:22:39 PM,Agree,Not agree
11/23/2021,ND,159842,133346,26496,469,277,1867,,,6,0,11/24/2021 03:13:47 PM,Agree,Not agree
02/20/2021,ND,99277,94232,5045,49,6,1438,,,1,0,02/21/2021 02:57:50 PM,Agree,Not agree
10/26/2020,NC,261747,251288,10459,1762,77,4549,4453,96,33,4,10/26/2020 12:00:00 AM,Agree,Agree
12/23/2020,NC,501960,459712,42248,6907,1308,7273,6801,472,78,19,12/23/2020 12:00:00 AM,Agree,Agree
04/01/2021,AL,515253,403467,111786,437,131,10974,8765,2209,11,0,04/03/2021 12:00:00 AM,Agree,Agree
09/06/2021,ND,119963,108549,11414,407,173,1564,,,0,0,09/07/2021 03:14:40 PM,Agree,Not agree
06/16/2020,ND,3124,3124,0,23,0,74,,,-3,-3,06/17/2020 03:06:04 PM,Agree,Not agree
05/09/2021,ND,108526,100007,8519,44,20,1499,,,0,0,05/10/2021 02:15:36 PM,Agree,Not agree
06/10/2020,AL,22630,22297,333,824,6,1022,952,70,15,1,06/12/2020 12:00:00 AM,Agree,Agree
07/31/2021,AL,584307,448544,135763,1753,408,11769,9390,2379,22,5,08/02/2021 12:00:00 AM,Agree,Agree
06/07/2020,AL,20749,20445,304,420,0,976,910,66,18,2,06/09/2020 12:00:00 AM,Agree,Agree
07/27/2021,AL,574455,441419,133036,2671,709,11705,9341,2364,18,3,07/29/2021 12:00:00 AM,Agree,Agree
01/23/2020,ND,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Not agree
07/07/2021,NC,1009493,862710,146783,682,208,13655,12044,1611,8,0,07/07/2021 12:00:00 AM,Agree,Agree
09/14/2021,NC,1313292,1113556,199736,6301,1408,16071,14137,1934,85,10,09/14/2021 12:00:00 AM,Agree,Agree
10/01/2021,ND,133519,117282,16237,711,167,1621,,,10,0,10/02/2021 01:37:53 PM,Agree,Not agree
03/10/2021,NC,873038,761127,111911,1865,582,12492,11044,1448,21,4,03/10/2021 12:00:00 AM,Agree,Agree
11/29/2020,ND,79252,79252,0,594,0,927,,,7,0,11/30/2020 02:51:40 PM,Agree,Not agree
02/18/2020,ND,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Not agree
08/07/2021,NC,1077278,916228,161050,5054,869,13965,12309,1656,18,1,08/07/2021 12:00:00 AM,Agree,Agree
06/02/2021,NC,994600,852048,142552,428,107,13471,11882,1589,9,2,06/02/2021 12:00:00 AM,Agree,Agree
12/31/2020,ND,92770,89730,3040,275,70,1309,,,17,0,01/01/2021 02:49:07 PM,Agree,Not agree
02/20/2020,NC,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
05/08/2020,AL,9418,9238,180,321,1,519,496,23,19,0,05/10/2020 12:00:00 AM,Agree,Agree
08/12/2020,ND,8171,8171,0,201,0,120,,,0,0,08/13/2020 02:12:28 PM,Agree,Not agree
11/01/2020,AL,192868,165291,27577,822,140,4597,3938,659,19,5,11/03/2020 12:00:00 AM,Agree,Agree
09/14/2021,AL,754013,571679,182334,3668,1691,14366,11210,3156,67,16,09/16/2021 12:00:00 AM,Agree,Agree
02/09/2020,ND,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Not agree
07/24/2021,AL,567692,436530,131162,1494,276,11662,9306,2356,8,2,07/26/2021 12:00:00 AM,Agree,Agree
09/21/2020,ND,18508,18508,0,264,0,196,,,3,0,09/22/2020 01:51:57 PM,Agree,Not agree
12/02/2021,NC,1537814,1295910,241904,3837,818,18992,16715,2277,17,6,12/02/2021 12:00:00 AM,Agree,Agree
07/08/2020,ND,3971,3971,0,73,0,89,,,5,4,07/09/2020 03:14:15 PM,Agree,Not agree
12/21/2020,NC,489609,450056,39553,4753,388,7120,6676,444,64,8,12/21/2020 12:00:00 AM,Agree,Agree
04/05/2020,NC,2634,2634,0,257,0,50,50,0,11,0,04/05/2020 12:00:00 AM,Agree,Agree
04/06/2021,AL,516585,404389,112196,416,125,11018,8804,2214,8,1,04/08/2021 12:00:00 AM,Agree,Agree
04/10/2020,AL,3103,3015,88,158,2,141,134,7,12,0,04/12/2020 12:00:00 AM,Agree,Agree
01/29/2022,AL,1213645,882188,331457,5401,961,17366,13425,3941,7,2,01/31/2022 12:00:00 AM,Agree,Agree
03/27/2020,AL,677,645,32,108,1,22,19,3,10,0,03/29/2020 12:00:00 AM,Agree,Agree
04/05/2020,ND,207,,,21,,3,,,0,,04/04/2020 04:22:39 PM,Agree,Not agree
02/22/2020,ND,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Not agree
05/24/2020,AL,14652,14420,232,351,1,752,705,47,18,2,05/26/2020 12:00:00 AM,Agree,Agree
12/30/2021,NC,1675367,1408117,267250,19264,3211,19619,17261,2358,20,4,12/30/2021 12:00:00 AM,Agree,Agree
02/24/2021,AL,489769,386792,102977,970,259,10484,8387,2097,24,2,02/26/2021 12:00:00 AM,Agree,Agree
07/06/2020,AL,44852,44348,504,903,12,1473,1358,115,17,2,07/08/2020 12:00:00 AM,Agree,Agree
12/07/2020,NC,403739,376324,27415,4257,287,6172,5902,270,51,11,12/07/2020 12:00:00 AM,Agree,Agree
09/17/2021,ND,125598,112275,13323,488,135,1586,,,1,0,09/18/2021 01:43:14 PM,Agree,Not agree
12/17/2021,AL,856641,629615,227026,762,235,16536,12835,3701,9,2,12/19/2021 12:00:00 AM,Agree,Agree
10/19/2021,ND,142985,123388,19597,578,145,1698,,,8,0,10/20/2021 02:03:53 PM,Agree,Not agree
05/01/2020,ND,1107,1107,0,40,0,23,,,4,0,05/02/2020 03:47:19 PM,Agree,Not agree
05/27/2020,NC,24924,24923,1,617,0,904,904,0,28,0,05/27/2020 12:00:00 AM,Agree,Agree
04/16/2021,AL,521431,406875,114556,506,188,11085,8860,2225,5,0,04/18/2021 12:00:00 AM,Agree,Agree
12/12/2020,AL,292502,242605,49897,2662,404,5959,4989,970,65,14,12/14/2020 12:00:00 AM,Agree,Agree
03/17/2021,AL,508756,398836,109920,564,184,10828,8653,2175,18,4,03/19/2021 12:00:00 AM,Agree,Agree
05/17/2021,ND,109235,100493,8742,100,44,1504,,,0,0,05/18/2021 02:26:44 PM,Agree,Not agree
05/11/2021,AL,531144,412689,118455,371,123,11274,9000,2274,12,4,05/13/2021 12:00:00 AM,Agree,Agree
05/08/2021,AL,530347,412183,118164,243,85,11246,8980,2266,6,0,05/10/2021 12:00:00 AM,Agree,Agree
12/29/2020,ND,92201,89299,2902,372,114,1282,,,6,0,12/30/2020 02:56:20 PM,Agree,Not agree
08/18/2021,NC,1131903,961229,170674,6081,1215,14324,12610,1714,56,7,08/18/2021 12:00:00 AM,Agree,Agree
03/04/2021,ND,100278,94866,5412,211,80,1448,,,0,0,03/05/2021 04:11:33 PM,Agree,Not agree
08/24/2021,AL,669094,511803,157291,3670,243,12906,10151,2755,78,29,08/26/2021 12:00:00 AM,Agree,Agree
05/23/2021,AL,541571,418502,123069,131,19,11345,9061,2284,0,0,05/25/2021 12:00:00 AM,Agree,Agree
06/01/2020,NC,29462,29461,1,778,0,1008,1008,0,21,0,06/01/2020 12:00:00 AM,Agree,Agree
01/29/2021,NC,751610,669898,81712,5171,820,10791,9622,1169,84,14,01/29/2021 12:00:00 AM,Agree,Agree
03/18/2021,ND,101514,95616,5898,111,41,1460,,,1,0,03/19/2021 02:25:43 PM,Agree,Not agree
12/05/2020,AL,266914,223439,43475,2133,143,5567,4689,878,35,10,12/07/2020 12:00:00 AM,Agree,Agree
12/31/2021,NC,1696544,1425561,270983,21177,3733,19649,17285,2364,30,6,12/31/2021 12:00:00 AM,Agree,Agree
07/25/2020,ND,5876,5876,0,140,0,99,,,0,0,07/26/2020 03:17:16 PM,Agree,Not agree
07/12/2021,AL,553324,426281,127043,704,229,11570,9236,2334,4,0,07/14/2021 12:00:00 AM,Agree,Agree
12/25/2021,ND,171360,140807,30553,167,-42,1996,,,0,0,12/27/2021 02:16:24 PM,Agree,Not agree
08/23/2021,NC,1162167,987290,174877,4558,355,14559,12808,1751,58,10,08/23/2021 12:00:00 AM,Agree,Agree
02/19/2021,AL,484668,383507,101161,782,185,10351,8281,2070,35,3,02/21/2021 12:00:00 AM,Agree,Agree
10/12/2020,NC,232243,224812,7431,1341,57,4129,4067,62,21,1,10/12/2020 12:00:00 AM,Agree,Agree
06/05/2021,NC,996435,853339,143096,527,175,13494,11901,1593,6,3,06/05/2021 12:00:00 AM,Agree,Agree
11/01/2021,AL,829606,613957,215649,937,615,16114,12508,3606,5,1,11/03/2021 12:00:00 AM,Agree,Agree
12/22/2021,ND,170784,140329,30455,413,128,1994,,,1,0,12/23/2021 02:39:18 PM,Agree,Not agree
06/29/2020,NC,63722,63685,37,1312,1,1430,1430,0,12,0,06/29/2020 12:00:00 AM,Agree,Agree
09/05/2020,AL,130428,119707,10721,539,20,3501,3063,438,26,3,09/07/2020 12:00:00 AM,Agree,Agree
10/29/2020,AL,188660,162103,26557,1310,170,4546,3898,648,26,4,10/31/2020 12:00:00 AM,Agree,Agree
07/30/2020,AL,86421,83110,3311,2002,218,2254,2048,206,46,4,08/01/2020 12:00:00 AM,Agree,Agree
02/01/2020,ND,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Not agree
12/15/2020,AL,302569,249851,52718,4027,1215,6119,5103,1016,57,18,12/17/2020 12:00:00 AM,Agree,Agree
04/25/2021,NC,953706,821360,132346,1479,278,13038,11520,1518,14,4,04/25/2021 12:00:00 AM,Agree,Agree
10/10/2021,AL,804344,603616,200728,460,92,15678,12178,3500,32,12,10/12/2021 12:00:00 AM,Agree,Agree
10/27/2020,AL,185867,159761,26106,1309,336,4500,3860,640,23,2,10/29/2020 12:00:00 AM,Agree,Agree
11/18/2020,ND,68612,68612,0,1382,0,795,,,10,0,11/19/2020 03:01:36 PM,Agree,Not agree
01/22/2022,AL,1147770,834951,312819,7440,1336,17225,13328,3897,31,13,01/24/2022 12:00:00 AM,Agree,Agree
04/28/2020,AL,6805,6640,165,199,2,361,341,20,12,0,04/30/2020 12:00:00 AM,Agree,Agree
11/14/2021,AL,837504,618193,219311,224,51,16269,12639,3630,7,0,11/16/2021 12:00:00 AM,Agree,Agree
12/19/2021,NC,1593505,1340049,253456,3404,461,19336,17016,2320,15,3,12/19/2021 12:00:00 AM,Agree,Agree
01/22/2022,NC,2269041,1915005,354036,33259,3551,20319,17862,2457,5,1,01/22/2022 12:00:00 AM,Agree,Agree
06/22/2020,ND,3313,3313,0,25,0,77,,,0,0,06/23/2020 02:28:19 PM,Agree,Not agree
04/24/2021,ND,106688,98847,7841,32,2,1486,,,0,0,04/25/2021 01:42:01 PM,Agree,Not agree
03/25/2020,ND,45,,,8,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Not agree
06/17/2020,AL,27904,27539,365,903,7,1122,1044,78,7,0,06/19/2020 12:00:00 AM,Agree,Agree
04/09/2021,NC,923199,798286,124913,2318,624,12850,11358,1492,8,0,04/09/2021 12:00:00 AM,Agree,Agree
08/09/2021,NC,1084082,922203,161879,3029,331,14001,12342,1659,18,1,08/09/2021 12:00:00 AM,Agree,Agree
09/01/2020,NC,171734,168818,2916,1383,98,3008,2996,12,27,0,09/01/2020 12:00:00 AM,Agree,Agree
02/03/2022,NC,2457857,2071759,386098,14966,2908,21027,18443,2584,123,22,02/04/2022 03:29:18 PM,Agree,Agree
01/24/2022,ND,212015,163986,48029,975,392,2078,,,9,0,01/25/2022 02:33:43 PM,Agree,Not agree
03/03/2021,ND,100067,94735,5332,0,0,1448,,,0,0,03/04/2021 03:08:33 PM,Agree,Not agree
06/22/2020,AL,30729,30350,379,649,4,1199,1111,88,12,3,06/24/2020 12:00:00 AM,Agree,Agree
06/05/2020,ND,2745,2745,0,39,0,71,,,5,0,06/06/2020 02:31:37 PM,Agree,Not agree
05/10/2021,ND,108652,100075,8577,126,58,1502,,,3,0,05/11/2021 01:53:24 PM,Agree,Not agree
10/20/2021,ND,143521,123713,19808,536,211,1703,,,5,0,10/21/2021 01:44:20 PM,Agree,Not agree
06/07/2021,AL,544658,420476,124182,200,90,11427,9123,2304,7,3,06/09/2021 12:00:00 AM,Agree,Agree
05/02/2021,ND,107763,99546,8217,55,21,1494,,,0,0,05/03/2021 01:58:14 PM,Agree,Not agree
01/15/2022,AL,1057653,772146,285507,10040,2379,17021,13193,3828,41,11,01/17/2022 12:00:00 AM,Agree,Agree
10/31/2020,NC,274028,262073,11955,2323,235,4732,4624,108,34,2,10/31/2020 12:00:00 AM,Agree,Agree
10/01/2020,NC,212711,206978,5733,2239,206,3853,3808,45,20,0,10/01/2020 12:00:00 AM,Agree,Agree
06/24/2021,AL,547584,422390,125194,248,79,11493,9176,2317,5,0,06/26/2021 12:00:00 AM,Agree,Agree
11/28/2020,AL,244773,205775,38998,2164,349,5303,4479,824,36,7,11/30/2020 12:00:00 AM,Agree,Agree
12/18/2021,AL,857170,630021,227149,529,123,16548,12843,3705,12,4,12/20/2021 12:00:00 AM,Agree,Agree
07/26/2021,AL,571784,439457,132327,2692,819,11687,9326,2361,11,1,07/28/2021 12:00:00 AM,Agree,Agree
01/23/2021,NC,720750,644373,76377,6669,1022,10252,9196,1056,93,20,01/23/2021 12:00:00 AM,Agree,Agree
10/09/2021,ND,137814,120115,17699,136,-24,1642,,,0,0,10/11/2021 01:19:41 PM,Agree,Not agree
02/21/2020,AL,0,0,0,0,0,0,0,0,0,0,02/23/2020 12:00:00 AM,Agree,Agree
01/08/2022,NC,1870910,1571722,299188,30612,4228,19883,17486,2397,32,4,01/08/2022 12:00:00 AM,Agree,Agree
07/24/2021,NC,1029874,877990,151884,2238,478,13751,12126,1625,10,1,07/24/2021 12:00:00 AM,Agree,Agree
01/31/2020,AL,0,0,0,0,0,0,0,0,0,0,02/02/2020 12:00:00 AM,Agree,Agree
11/18/2021,ND,157851,132350,25501,470,142,1850,,,12,0,11/19/2021 03:04:49 PM,Agree,Not agree
06/17/2020,ND,3166,3166,0,42,0,74,,,0,0,06/18/2020 05:16:14 PM,Agree,Not agree
09/08/2020,AL,132502,121481,11021,780,91,3565,3119,446,18,4,09/10/2020 12:00:00 AM,Agree,Agree
10/30/2021,AL,828440,613451,214989,355,156,16099,12500,3599,13,2,11/01/2021 12:00:00 AM,Agree,Agree
10/18/2021,AL,811452,607786,203666,1043,540,15902,12347,3555,26,10,10/20/2021 12:00:00 AM,Agree,Agree
11/01/2020,ND,46015,46015,0,972,0,540,,,9,0,11/02/2020 02:53:09 PM,Agree,Not agree
03/18/2021,NC,886319,770748,115571,1991,461,12596,11139,1457,14,2,03/18/2021 12:00:00 AM,Agree,Agree
01/19/2021,NC,693550,621837,71713,5444,1801,9824,8857,967,111,20,01/19/2021 12:00:00 AM,Agree,Agree
09/25/2020,NC,204029,199066,4963,1762,138,3686,3647,39,30,1,09/25/2020 12:00:00 AM,Agree,Agree
10/02/2020,ND,23134,23134,0,440,0,271,,,7,0,10/03/2020 01:39:53 PM,Agree,Not agree
09/12/2020,ND,15577,15577,0,426,0,168,,,1,0,09/13/2020 04:17:15 PM,Agree,Not agree
06/28/2021,ND,110680,101506,9174,17,4,1528,,,0,0,06/29/2021 02:25:53 PM,Agree,Not agree
09/06/2021,AL,723396,552772,170624,2567,731,13815,10786,3029,92,27,09/08/2021 12:00:00 AM,Agree,Agree
07/29/2021,NC,1042618,888136,154482,3600,712,13813,12179,1634,17,2,07/29/2021 12:00:00 AM,Agree,Agree
01/03/2021,NC,572912,520435,52477,6600,668,8198,7559,639,83,20,01/03/2021 12:00:00 AM,Agree,Agree
05/25/2020,AL,15285,15053,232,633,0,764,715,49,12,2,05/27/2020 12:00:00 AM,Agree,Agree
11/04/2020,AL,197243,168569,28674,1396,270,4661,3990,671,24,2,11/06/2020 12:00:00 AM,Agree,Agree
05/22/2020,AL,13927,13698,229,364,3,728,684,44,12,0,05/24/2020 12:00:00 AM,Agree,Agree
01/08/2021,NC,616284,556122,60162,11012,1543,8706,7957,749,100,16,01/08/2021 12:00:00 AM,Agree,Agree
06/14/2021,AL,545844,421243,124601,161,50,11452,9142,2310,1,0,06/16/2021 12:00:00 AM,Agree,Agree
06/14/2021,ND,110473,101348,9125,33,12,1521,,,1,0,06/15/2021 02:44:13 PM,Agree,Not agree
06/06/2020,AL,20329,20025,304,444,0,958,894,64,13,1,06/08/2020 12:00:00 AM,Agree,Agree
12/22/2020,NC,495053,454113,40940,5444,1387,7195,6742,453,75,9,12/22/2020 12:00:00 AM,Agree,Agree
04/14/2021,ND,105380,97981,7399,165,86,1475,,,1,0,04/15/2021 01:58:27 PM,Agree,Not agree
01/11/2021,AL,404547,326259,78288,4004,1784,8078,6568,1510,89,18,01/13/2021 12:00:00 AM,Agree,Agree
08/17/2021,AL,642443,490634,151809,4615,1391,12462,9847,2615,51,15,08/19/2021 12:00:00 AM,Agree,Agree
02/14/2020,NC,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
03/04/2020,NC,1,1,0,0,0,0,0,0,0,0,03/04/2020 12:00:00 AM,Agree,Agree
05/31/2021,NC,993878,851523,142355,313,68,13451,11865,1586,7,0,05/31/2021 12:00:00 AM,Agree,Agree
08/01/2021,AL,586007,449892,136115,1700,352,11789,9400,2389,20,10,08/03/2021 12:00:00 AM,Agree,Agree
09/30/2020,NC,210472,204945,5527,1403,164,3833,3788,45,32,2,09/30/2020 12:00:00 AM,Agree,Agree
05/14/2021,ND,109057,100358,8699,84,41,1504,,,0,0,05/15/2021 01:54:58 PM,Agree,Not agree
08/26/2020,ND,10800,10800,0,333,0,139,,,1,0,08/27/2020 01:42:08 PM,Agree,Not agree
07/04/2020,NC,71905,71825,80,1444,3,1504,1504,0,12,0,07/04/2020 12:00:00 AM,Agree,Agree
02/06/2020,ND,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Not agree
09/04/2020,NC,176738,173544,3194,1700,73,3102,3087,15,27,1,09/04/2020 12:00:00 AM,Agree,Agree
04/12/2020,NC,4532,4532,0,305,0,107,107,0,9,0,04/12/2020 12:00:00 AM,Agree,Agree
08/09/2021,ND,112560,102725,9835,224,99,1542,,,0,0,08/10/2021 03:30:38 PM,Agree,Not agree
10/16/2020,ND,31261,31261,0,744,0,399,,,11,0,10/17/2020 02:09:18 PM,Agree,Not agree
04/12/2020,AL,3658,3569,89,321,0,160,152,8,10,1,04/14/2020 12:00:00 AM,Agree,Agree
10/22/2020,ND,35939,35939,0,887,0,440,,,9,0,10/23/2020 01:44:31 PM,Agree,Not agree
12/12/2021,NC,1569187,1320799,248388,2706,371,19181,16877,2304,18,5,12/12/2021 12:00:00 AM,Agree,Agree
12/08/2020,ND,86150,84228,1922,2333,1922,1080,,,16,0,12/09/2020 02:45:40 PM,Agree,Not agree
01/24/2020,ND,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Not agree
12/28/2021,NC,1641408,1380245,261163,6512,1392,19569,17220,2349,26,4,12/28/2021 12:00:00 AM,Agree,Agree
07/10/2020,AL,51185,50383,802,1630,164,1560,1437,123,20,1,07/12/2020 12:00:00 AM,Agree,Agree
05/26/2020,NC,24307,24306,1,457,0,876,876,0,32,0,05/26/2020 12:00:00 AM,Agree,Agree
04/26/2021,NC,954745,822171,132574,1039,228,13048,11528,1520,10,2,04/26/2021 12:00:00 AM,Agree,Agree
02/03/2020,ND,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Not agree
11/19/2021,AL,840784,619845,220939,614,311,16301,12663,3638,8,2,11/21/2021 12:00:00 AM,Agree,Agree
04/24/2020,ND,748,748,0,39,0,15,,,0,0,05/25/2020 03:38:40 PM,Agree,Not agree
09/18/2021,ND,125697,112357,13340,99,17,1586,,,0,0,09/20/2021 12:14:02 PM,Agree,Not agree
07/14/2020,NC,89767,89546,221,2075,24,1683,1682,1,13,0,07/14/2020 12:00:00 AM,Agree,Agree
02/02/2021,ND,97936,93468,4468,138,51,1422,,,0,0,02/03/2021 02:55:58 PM,Agree,Not agree
03/02/2020,ND,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Not agree
07/09/2021,NC,1011014,863776,147238,725,190,13663,12050,1613,4,1,07/09/2021 12:00:00 AM,Agree,Agree
04/16/2020,ND,393,,,28,,9,,,0,,04/16/2020 04:22:39 PM,Agree,Not agree
09/15/2021,NC,1320224,1118990,201234,6932,1498,16151,14206,1945,80,11,09/15/2021 12:00:00 AM,Agree,Agree
02/25/2020,ND,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Not agree
04/17/2020,AL,4545,4417,128,92,8,222,208,14,18,2,04/19/2020 12:00:00 AM,Agree,Agree
10/15/2021,AL,809548,606678,202870,904,332,15830,12294,3536,22,7,10/17/2021 12:00:00 AM,Agree,Agree
03/01/2020,NC,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
02/06/2022,AL,1245880,903978,341902,2198,397,17387,13441,3946,0,0,02/07/2022 03:36:42 PM,Agree,Agree
07/01/2021,ND,110729,101540,9189,11,5,1528,,,0,0,07/02/2021 01:55:07 PM,Agree,Not agree
05/10/2020,AL,9961,9780,181,260,1,546,519,27,11,2,05/12/2020 12:00:00 AM,Agree,Agree
01/20/2021,ND,96370,92396,3974,148,27,1400,,,13,0,01/21/2021 02:44:32 PM,Agree,Not agree
08/21/2021,ND,114747,104474,10273,57,-20,1551,,,0,0,08/23/2021 12:48:27 PM,Agree,Not agree
01/17/2022,AL,1074972,784281,290691,9692,3363,17080,13228,3852,30,13,01/19/2022 12:00:00 AM,Agree,Agree
06/14/2021,NC,999925,855925,144000,206,41,13552,11953,1599,6,0,06/14/2021 12:00:00 AM,Agree,Agree
02/11/2021,NC,811841,714496,97345,4270,801,11682,10355,1327,62,12,02/11/2021 12:00:00 AM,Agree,Agree
01/27/2020,AL,0,0,0,0,0,0,0,0,0,0,01/29/2020 12:00:00 AM,Agree,Agree
04/22/2021,NC,947809,816978,130831,2235,501,12999,11487,1512,14,1,04/22/2021 12:00:00 AM,Agree,Agree
11/01/2021,NC,1478785,1249604,229181,1017,130,18435,16220,2215,22,1,11/01/2021 12:00:00 AM,Agree,Agree
04/17/2021,ND,105754,98287,7467,58,-9,1479,,,0,0,04/18/2021 01:41:35 PM,Agree,Not agree
06/15/2020,NC,45236,45228,8,1083,0,1240,1240,0,23,0,06/15/2020 12:00:00 AM,Agree,Agree
10/08/2021,AL,803243,602800,200443,1012,279,15601,12123,3478,27,7,10/10/2021 12:00:00 AM,Agree,Agree
07/06/2021,ND,110779,101570,9209,28,14,1528,,,0,0,07/07/2021 02:48:49 PM,Agree,Not agree
03/29/2021,AL,513906,402547,111359,375,113,10948,8744,2204,9,2,03/31/2021 12:00:00 AM,Agree,Agree
01/13/2021,AL,412236,331688,80548,3846,1066,8242,6695,1547,86,25,01/15/2021 12:00:00 AM,Agree,Agree
